Y_value,Coefficient Latent,Variance Latent,Coefficient Surrogacy,Variance Surrogacy,Coefficient Oracle,Variance Oracle,sample_G_proposed,n,n_proposed,n_oracle
z_score3,0.20043678472293416,16.02022795264912,0.1999618037687537,16.023217106192504,0.19872169523891747,4.78752064459703,all,11600,11600,3497
z_score4,0.11473283119266053,10.70985320464737,0.14517148895828558,8.14711777543276,0.10751308378905688,4.880211370639122,all,11600,11600,3497
z_score5,0.122322515461966,9.520055114480613,0.13130577071880878,6.92564948517974,0.09236069963038282,4.902561502879687,all,11600,11600,3497
z_score6,0.11782819766765615,9.098706067875817,0.1232085422192827,5.86726673587455,0.10330193169862055,4.82413853440656,all,11600,11600,3497
z_score7,0.07798853902513025,8.511630996047838,0.11253548105349084,5.456868913650923,0.09270244998512397,4.834779465641004,all,11600,11600,3497
z_score8,0.07259905160504741,7.998761074204534,0.10474567444493912,4.685633533583737,0.08292281343950325,4.799817726805444,all,11600,11600,3497
