Y_value,Coefficient Latent,Variance Latent,Coefficient Surrogacy,Variance Surrogacy,Coefficient Oracle,Variance Oracle,n
z_score3,0.20001315360794933,16.036048861035763,0.19948876082302647,16.035527246167792,0.19872588252690448,4.795123918789122,11600
z_score4,0.11526658667389776,10.29998223925906,0.1425422572938184,8.445842386512616,0.10700597223547843,4.882808281276842,11600
z_score5,0.12448938256348724,7.956896170298147,0.12980564456533192,6.99443944365272,0.09341913888498268,4.907487631040034,11600
z_score6,0.11922508229216994,7.667469057132951,0.11965617933521035,6.06084062430217,0.1028950277103385,4.826196454791247,11600
z_score7,0.07855127373646521,7.302883280335189,0.11300836795174217,5.463453335449464,0.0936171691500643,4.836839465409435,11600
z_score8,0.07539851732281375,6.884259092993457,0.10471123770472461,4.703715836058772,0.08338958312990698,4.795098348815651,11600
