Y_value,Coefficient Latent,Variance Latent,Coefficient Surrogacy,Variance Surrogacy,Coefficient Oracle,Variance Oracle,n
z_score3,0.20035287026789997,16.09408434834751,0.20107895629481873,16.07773920274092,0.19872588252690448,4.795123918789122,11600
z_score4,0.14071000177221454,12.706974931376859,0.15385758370885333,10.236641847718822,0.10700597223547843,4.882808281276842,11600
z_score5,0.1506114925558732,10.9441571468265,0.13781716445554107,8.330087192600738,0.09341913888498268,4.907487631040034,11600
z_score6,0.14277121302012558,10.356358215602576,0.12772778925947445,7.345729533683951,0.1028950277103385,4.826196454791247,11600
z_score7,0.09526870767641721,9.738812000155724,0.11730713470909658,6.68458158483985,0.0936171691500643,4.836839465409435,11600
z_score8,0.08312611739402095,8.97132699192458,0.10944654399736255,5.706366582354962,0.08338958312990698,4.795098348815651,11600
