Outcome,sample_G_proposed,include_V_proposed,Percentile,Theta_Oracle,Variance_Oracle,Lower_CI_Oracle,Upper_CI_Oracle,Theta_Surrogate,Variance_Surrogate,Lower_CI_Surrogate,Upper_CI_Surrogate,Theta_Latent_Unconfounded,Variance_Latent_Unconfounded,Lower_CI_Latent_Unconfounded,Upper_CI_Latent_Unconfounded
z_score3,all,False,5,0.49274698151468055,51.92405037949049,0.17324754787762203,0.812246415151739,0.7510732163173163,819.8835298460881,0.19145744292624312,1.3106889897083893,0.7507561034471806,819.856014568095,0.1911497204830429,1.3103624864113184
z_score3,all,False,15,0.028567882994247975,35.81039712774691,-0.2367645748057771,0.293900340794273,0.038442763204185444,147.78255485380637,-0.19914575620034225,0.2760312826087131,0.03880800557687503,147.7616167137093,-0.19876368221336888,0.27637969336711893
z_score3,all,False,25,0.297090676164897,20.559421970893492,0.0960466090338617,0.49813474329593227,0.25236619046040737,56.546163598030226,0.10540067621487037,0.39933170470594437,0.2527049580524215,56.538748011940406,0.10574908081041368,0.3996608352944293
z_score3,all,False,35,0.18318448383027858,23.45089419852014,-0.03153206347530774,0.3979010311358649,0.16397626036504315,49.87425507184353,0.025953065164482814,0.3019994555656035,0.16416753858331576,49.863442536071226,0.026159305627581453,0.30217577153905006
z_score3,all,False,45,0.021945872754583404,27.992800845015772,-0.21264385351982187,0.2565355990289887,0.05425493282652871,65.44736004028306,-0.10385528335560273,0.21236514900866016,0.05441976134231255,65.4291615321867,-0.10366847098823118,0.21250799367285628
z_score3,all,False,55,-0.08827120281262062,25.307159171715917,-0.311323915653509,0.13478151002826777,-0.03359388079173427,71.66914482167982,-0.1990489117255057,0.1318611501420372,-0.03348654840942215,71.66869197834285,-0.19894105662643125,0.13196795980758697
z_score3,all,False,65,-0.12361396540848196,24.656406937292385,-0.3437801954286478,0.09655226461168384,-0.07176689172893347,81.2399793346967,-0.24792343035877332,0.10438964690090638,-0.0715808531339349,81.23007229481681,-0.24772665048173365,0.10456494421386385
z_score3,all,False,75,-0.10432129962943565,26.3137673262456,-0.3317667879427756,0.12312418868390429,-0.0865615838211215,114.64648784166644,-0.2958254493479494,0.12270228170570643,-0.08648023117405117,114.62465711552773,-0.2957241719752245,0.12276370962712214
z_score3,all,False,85,0.09426102520263,25.9138853667471,-0.1314496385827607,0.3199716889880207,0.08370644204805334,200.44865826920355,-0.19299756142656538,0.36041044552267204,0.08402771523631056,200.43414667126677,-0.19266627198287936,0.3607217024555005
z_score3,all,False,95,0.30052441065683655,49.07200974605484,-0.010076506482545378,0.6111253277962185,0.43373530606985905,863.8180028588288,-0.1406786610683673,1.0081492732080855,0.4371446136034017,863.6333792947568,-0.1372079655916189,1.0114971927984222
