Outcome,sample_G_proposed,include_V_proposed,Percentile,Theta_Oracle,Variance_Oracle,Lower_CI_Oracle,Upper_CI_Oracle,Theta_Surrogate,Variance_Surrogate,Lower_CI_Surrogate,Upper_CI_Surrogate,Theta_Latent_Unconfounded,Variance_Latent_Unconfounded,Lower_CI_Latent_Unconfounded,Upper_CI_Latent_Unconfounded
z_score3,all,False,5,0.49087694044734487,52.00667437173639,0.17112340658775171,0.810630474306938,0.7465992494993526,820.4825916245727,0.1867790670717312,1.3064194319269742,0.7462238565528253,820.4228223680536,0.18642406495726616,1.3060236481483845
z_score3,all,False,15,0.027167878121029478,36.08369933708146,-0.23917515369044348,0.29351090993250245,0.03768362714581796,149.2723863239367,-0.20109948256706578,0.2764667368587017,0.03801907518751643,149.24334118994238,-0.2007408024159522,0.2767789527909851
z_score3,all,False,25,0.29768173957892613,20.606502932131885,0.0964076091892421,0.4989558699686102,0.25697693282171025,57.314959608676666,0.1090157272305288,0.4049381384128917,0.25730025480276497,57.30513335321663,0.1093517332205671,0.4052487763849628
z_score3,all,False,35,0.18120757758501224,23.246411079484524,-0.03257079569362875,0.39498595086365323,0.16565712236246682,49.376829918784516,0.02832394503863933,0.3029902996862943,0.16589839721360788,49.36927608230359,0.028575725141389396,0.3032210692858264
z_score3,all,False,45,0.01807033585117096,28.017763223195015,-0.21662396396314845,0.25276463566549034,0.05771505558043626,65.38227788877916,-0.10031652708238054,0.21574663824325307,0.05792161026173704,65.36773089381526,-0.10009239108855814,0.2159356116120322
z_score3,all,False,55,-0.09118234337308449,25.23475499935458,-0.31391574904041303,0.13155106229424407,-0.03168347045097922,71.30811285350065,-0.19672123692865173,0.1333542960266933,-0.03148791643829469,71.30056097468376,-0.1965169435302014,0.13354111065361204
z_score3,all,False,65,-0.1284772921058846,24.614804903068244,-0.3484577036914376,0.09150311947966835,-0.07536551881121338,81.43952274501713,-0.2517382645267534,0.10100722690432663,-0.07509694465064556,81.43015283047959,-0.25145954391004555,0.10126565460875445
z_score3,all,False,75,-0.10916081791617631,26.134970106295356,-0.33583226394304755,0.11751062811069492,-0.08886502874384265,114.94438565081235,-0.29840059384536965,0.12067053635768436,-0.0887386204200645,114.94116885822302,-0.298271253507274,0.12079401266714498
z_score3,all,False,85,0.08755763275955114,25.724186708500895,-0.13732537325773375,0.31244063877683603,0.08755495381187835,201.47546853742634,-0.18985686079202668,0.36496676841578335,0.0878075799842841,201.468734501588,-0.1895995985298651,0.3652147584984333
z_score3,all,False,95,0.2934348727403872,48.374819918171454,-0.014951722387099242,0.6018214678678737,0.4294053949762842,853.8595489897914,-0.14168793220977421,1.0004987221623427,0.4325942448723107,854.0274258033885,-0.1385552207127454,1.0037437104573668
z_score4,all,False,5,0.4657883454792155,53.348553182931866,0.14193593476057975,0.7896407561978512,0.570217425971053,412.4560930257947,0.17329765895003268,0.9671371929920732,0.5152952110256214,454.3851004665652,0.09868884013243023,0.9319015819188126
z_score4,all,False,15,-0.06898200490926082,35.866447614796876,-0.33452203089908056,0.19655802108055892,0.04891848577320739,75.58216847327212,-0.12099331389001414,0.21883028543642893,0.011478987685575866,90.53219227018484,-0.17447923405249485,0.1974372094236466
z_score4,all,False,25,0.1736326005194209,23.647839591631,-0.0419836783849617,0.3892488794238035,0.181270107496097,29.02683598301357,0.0759736609041581,0.28656655408803594,0.13242868406396144,40.36784355714578,0.008254406779946322,0.25660296134797655
