Y_value,Coefficient Latent,Variance Latent,Coefficient Surrogacy,Variance Surrogacy,Coefficient Oracle,Variance Oracle,n
z_score3,0.141097872862204,21.630108452999668,0.1418550174638199,21.678809734283472,0.1420174860064959,4.172921875983945,10057
z_score4,0.09539488842804113,16.550866872142947,0.10972955640291866,14.216116929045267,0.05933189891477726,4.193956181319871,10057
z_score5,0.10525084015155356,13.870158562264042,0.09770775372505688,11.471848462071984,0.05150980761746365,4.114230218019495,10057
z_score6,0.10609760060172331,12.97500285607841,0.09408965056099781,10.204282946203296,0.0598439322224842,3.989485858449593,10057
z_score7,0.06067604423772791,12.309563658249338,0.08808147817835825,9.347603993160009,0.04103277968211055,4.009113688567218,10057
z_score8,0.05140808013697611,11.280982069149045,0.08231686023741555,8.104244575088648,0.025581953439562797,3.938294800209824,10057
